observableId	simulationCondition	preequilibrationCondition	observableParameters	time	measurement	noiseParameters
Bacnorm	model1_data10			1375	0.208616061	
Bacnorm	model1_data10			1380	0.212921831	
Bacnorm	model1_data10			1385	0.216168073	
Bacnorm	model1_data10			1390	0.218850754	
Bacnorm	model1_data10			1395	0.222750742	
Bacnorm	model1_data10			1400	0.225951877	
Bacnorm	model1_data10			1405	0.229401036	
Bacnorm	model1_data10			1410	0.232917787	
Bacnorm	model1_data10			1415	0.235622983	
Bacnorm	model1_data10			1420	0.239793512	
Bacnorm	model1_data10			1425	0.24283686	
Bacnorm	model1_data10			1430	0.245091195	
Bacnorm	model1_data10			1435	0.249284237	
Bacnorm	model1_data10			1440	0.252440328	
Bacnorm	model1_data10			1445	0.255911983	
Bacnorm	model1_data10			1450	0.259383665	
Bacnorm	model1_data10			1455	0.263013135	
Bacnorm	model1_data10			1460	0.265853597	
Bacnorm	model1_data10			1465	0.270136827	
Bacnorm	model1_data10			1470	0.272796964	
Bacnorm	model1_data10			1475	0.275659966	
Bacnorm	model1_data10			1480	0.280867455	
Bacnorm	model1_data10			1485	0.282670947	
Bacnorm	model1_data10			1490	0.285691739	
Bacnorm	model1_data10			1495	0.289952435	
Bacnorm	model1_data10			1500	0.293221238	
Bacnorm	model1_data10			1505	0.297143743	
Bacnorm	model1_data10			1510	0.300795792	
Bacnorm	model1_data10			1515	0.302283651	
Bacnorm	model1_data10			1520	0.30762641	
Bacnorm	model1_data10			1525	0.310354169	
Bacnorm	model1_data10			1530	0.314209076	
Bacnorm	model1_data10			1535	0.315854734	
Bacnorm	model1_data10			1540	0.319055901	
Bacnorm	model1_data10			1545	0.323406743	
Bacnorm	model1_data10			1550	0.327960508	
Bacnorm	model1_data10			1555	0.330643172	
Bacnorm	model1_data10			1560	0.334069745	
Bacnorm	model1_data10			1565	0.336481898	
Bacnorm	model1_data10			1570	0.340742566	
Bacnorm	model1_data10			1575	0.34319982	
Bacnorm	model1_data10			1580	0.348474931	
Bacnorm	model1_data10			1585	0.350391136	
Bacnorm	model1_data10			1590	0.354854722	
Bacnorm	model1_data10			1595	0.356613089	
Bacnorm	model1_data10			1600	0.359701525	
Bacnorm	model1_data10			1605	0.362158737	
Bacnorm	model1_data10			1610	0.365450078	
Bacnorm	model1_data10			1615	0.368358171	
Bacnorm	model1_data10			1620	0.371063366	
Bacnorm	model1_data10			1625	0.374467421	
Bacnorm	model1_data10			1630	0.375932744	
Bacnorm	model1_data10			1635	0.378547743	
Bacnorm	model1_data10			1640	0.38105008	
Bacnorm	model1_data10			1645	0.3839356	
Bacnorm	model1_data10			1650	0.386302683	
Bacnorm	model1_data10			1655	0.389909579	
Bacnorm	model1_data10			1660	0.392141419	
Bacnorm	model1_data10			1665	0.393741938	
Bacnorm	model1_data10			1670	0.397348883	
Bacnorm	model1_data10			1675	0.399445415	
Bacnorm	model1_data10			1680	0.401812466	
Bacnorm	model1_data10			1685	0.404630401	
Bacnorm	model1_data10			1690	0.4069073	
Bacnorm	model1_data10			1695	0.409387047	
Bacnorm	model1_data10			1700	0.411280681	
Bacnorm	model1_data10			1705	0.413895692	
Bacnorm	model1_data10			1710	0.416600941	
Bacnorm	model1_data10			1715	0.420230409	
Bacnorm	model1_data10			1720	0.422169102	
Bacnorm	model1_data10			1725	0.423409002	
Bacnorm	model1_data10			1730	0.426948305	
Bacnorm	model1_data10			1735	0.42830094	
Bacnorm	model1_data10			1740	0.431366829	
Bacnorm	model1_data10			1745	0.434320003	
Bacnorm	model1_data10			1750	0.436619404	
Bacnorm	model1_data10			1755	0.438107258	
Bacnorm	model1_data10			1760	0.441759265	
Bacnorm	model1_data10			1765	0.443652911	
Bacnorm	model1_data10			1770	0.44439688	
Bacnorm	model1_data10			1775	0.448950625	
Bacnorm	model1_data10			1780	0.450077759	
Bacnorm	model1_data10			1785	0.451407848	
Bacnorm	model1_data10			1790	0.455127485	
Bacnorm	model1_data10			1795	0.45720148	
Bacnorm	model1_data10			1800	0.459681229	
Bacnorm	model1_data10			1805	0.461710166	
Bacnorm	model1_data10			1810	0.464866201	
Bacnorm	model1_data10			1815	0.468157558	
Bacnorm	model1_data10			1820	0.467999723	
Bacnorm	model1_data10			1825	0.470547135	
Bacnorm	model1_data10			1830	0.47241823	
Bacnorm	model1_data10			1835	0.475078339	
Bacnorm	model1_data10			1840	0.478347155	
Bacnorm	model1_data10			1845	0.481142468	
Bacnorm	model1_data10			1850	0.482021678	
Bacnorm	model1_data10			1855	0.483982993	
Bacnorm	model1_data10			1860	0.487657516	
Bacnorm	model1_data10			1865	0.487635007	
Bacnorm	model1_data10			1870	0.492436681	
Bacnorm	model1_data10			1875	0.492369081	
Bacnorm	model1_data10			1880	0.496719915	
Bacnorm	model1_data10			1885	0.497847111	
Bacnorm	model1_data10			1890	0.499943661	
Bacnorm	model1_data10			1895	0.502152887	
Bacnorm	model1_data10			1900	0.504970827	
Bacnorm	model1_data10			1905	0.506638992	
Bacnorm	model1_data10			1910	0.509592212	
Bacnorm	model1_data10			1915	0.511508403	
Bacnorm	model1_data10			1920	0.514326276	
Bacnorm	model1_data10			1925	0.516017062	
Bacnorm	model1_data10			1930	0.519218178	
Bacnorm	model1_data10			1935	0.52030029	
Bacnorm	model1_data10			1940	0.52174305	
Bacnorm	model1_data10			1945	0.525034413	
Bacnorm	model1_data10			1950	0.527176024	
Bacnorm	model1_data10			1955	0.528077723	
Bacnorm	model1_data10			1960	0.532406089	
Bacnorm	model1_data10			1965	0.53357832	
Bacnorm	model1_data10			1970	0.535765019	
Bacnorm	model1_data10			1975	0.538222223	
Bacnorm	model1_data10			1980	0.540769642	
Bacnorm	model1_data10			1985	0.54176154	
Bacnorm	model1_data10			1990	0.544849986	
Bacnorm	model1_data10			1995	0.545616424	
Bacnorm	model1_data10			2000	0.549088155	
Bacnorm	model1_data10			2005	0.550621085	
Bacnorm	model1_data10			2010	0.553348835	
Bacnorm	model1_data10			2015	0.55580601	
Bacnorm	model1_data10			2020	0.557857493	
Bacnorm	model1_data10			2025	0.559390425	
Bacnorm	model1_data10			2030	0.560855728	
Bacnorm	model1_data10			2035	0.564192162	
Bacnorm	model1_data10			2040	0.56595053	
Bacnorm	model1_data10			2045	0.568836073	
Bacnorm	model1_data10			2050	0.569963292	
Bacnorm	model1_data10			2055	0.571676549	
Bacnorm	model1_data10			2060	0.575982321	
Bacnorm	model1_data10			2065	0.575869582	
Bacnorm	model1_data10			2070	0.576500834	
Bacnorm	model1_data10			2075	0.579521657	
Bacnorm	model1_data10			2080	0.581302581	
Bacnorm	model1_data10			2085	0.582767891	
Bacnorm	model1_data10			2090	0.584729131	
Bacnorm	model1_data10			2095	0.587659761	
Bacnorm	model1_data10			2100	0.588629132	
Bacnorm	model1_data10			2105	0.590297324	
Bacnorm	model1_data10			2110	0.592619326	
Bacnorm	model1_data10			2115	0.593949355	
Bacnorm	model1_data10			2120	0.59620371	
Bacnorm	model1_data10			2125	0.597578839	
Bacnorm	model1_data10			2130	0.600734931	
Bacnorm	model1_data10			2135	0.60116327	
Bacnorm	model1_data10			2140	0.604431994	
Bacnorm	model1_data10			2145	0.605446468	
Bacnorm	model1_data10			2150	0.60517594	
Bacnorm	model1_data10			2155	0.608512344	
Bacnorm	model1_data10			2160	0.609594462	
Bacnorm	model1_data10			2165	0.611758633	
Bacnorm	model1_data10			2170	0.613494439	
Bacnorm	model1_data10			2175	0.614824487	
Bacnorm	model1_data10			2180	0.616019278	
Bacnorm	model1_data10			2185	0.617123923	
Bacnorm	model1_data10			2190	0.61971644	
Bacnorm	model1_data10			2195	0.62133956	
Bacnorm	model1_data10			2200	0.622241268	
Bacnorm	model1_data10			2205	0.623729092	
Bacnorm	model1_data10			2210	0.624427979	
Bacnorm	model1_data10			2215	0.626028546	
Bacnorm	model1_data10			2220	0.626659737	
Bacnorm	model1_data10			2225	0.627065563	
Bacnorm	model1_data10			2230	0.629793255	
Bacnorm	model1_data10			2235	0.631912345	
Bacnorm	model1_data10			2240	0.632273061	
Bacnorm	model1_data10			2245	0.632881745	
Bacnorm	model1_data10			2250	0.634820435	
Bacnorm	model1_data10			2255	0.636601385	
Bacnorm	model1_data10			2260	0.636488658	
Bacnorm	model1_data10			2265	0.639058626	
Bacnorm	model1_data10			2270	0.639937786	
Bacnorm	model1_data10			2275	0.641155137	
Bacnorm	model1_data10			2280	0.642688081	
Bacnorm	model1_data10			2285	0.642688089	
Bacnorm	model1_data10			2290	0.644514097	
Bacnorm	model1_data10			2295	0.645708852	
Bacnorm	model1_data10			2300	0.646971341	
Bacnorm	model1_data10			2305	0.647174223	
Bacnorm	model1_data10			2310	0.648188663	
Bacnorm	model1_data10			2315	0.64985683	
Bacnorm	model1_data10			2320	0.650465514	
Bacnorm	model1_data10			2325	0.651479964	
Bacnorm	model1_data10			2330	0.654004802	
Bacnorm	model1_data10			2335	0.653260905	
Bacnorm	model1_data10			2340	0.655019309	
Bacnorm	model1_data10			2345	0.657025624	
Bacnorm	model1_data10			2350	0.657994986	
Bacnorm	model1_data10			2355	0.658040092	
Bacnorm	model1_data10			2360	0.658310635	
Bacnorm	model1_data10			2365	0.660316979	
Bacnorm	model1_data10			2370	0.66061002	
Bacnorm	model1_data10			2375	0.662886936	
Bacnorm	model1_data10			2380	0.66396901	
Bacnorm	model1_data10			2385	0.66347305	
Bacnorm	model1_data10			2390	0.663878789	
Bacnorm	model1_data10			2395	0.665772427	
Bacnorm	model1_data10			2400	0.667418135	
Bacnorm	model1_data10			2405	0.666471328	
Bacnorm	model1_data10			2410	0.668252216	
Bacnorm	model1_data10			2415	0.668004217	
Bacnorm	model1_data10			2420	0.671002511	
Bacnorm	model1_data10			2425	0.669762637	
Bacnorm	model1_data10			2430	0.672355104	
Bacnorm	model1_data10			2435	0.672174746	
Bacnorm	model1_data10			2440	0.673978247	
Bacnorm	model1_data10			2445	0.673031435	
Bacnorm	model1_data10			2450	0.674316383	
Bacnorm	model1_data10			2455	0.676232588	
Bacnorm	model1_data10			2460	0.676976507	
Bacnorm	model1_data10			2465	0.677900781	
Bacnorm	model1_data10			2470	0.680651088	
Bacnorm	model1_data10			2475	0.678577069	
Bacnorm	model1_data10			2480	0.682274177	
Bacnorm	model1_data10			2485	0.680853939	
Bacnorm	model1_data10			2490	0.683694376	
Bacnorm	model1_data10			2495	0.683626757	
Bacnorm	model1_data10			2500	0.684956865	
Bacnorm	model1_data10			2505	0.685385167	
Bacnorm	model1_data10			2510	0.687368984	
Bacnorm	model1_data10			2515	0.689330216	
Bacnorm	model1_data10			2520	0.69023196	
Bacnorm	model1_data10			2525	0.690998446	
Bacnorm	model1_data10			2530	0.693140063	
Bacnorm	model1_data10			2535	0.693816381	
Bacnorm	model1_data10			2540	0.694334848	
Bacnorm	model1_data10			2545	0.696611771	
Bacnorm	model1_data10			2550	0.698099602	
Bacnorm	model1_data10			2555	0.700038297	
Bacnorm	model1_data10			2560	0.700511717	
Bacnorm	model1_data10			2565	0.701435984	
Bacnorm	model1_data10			2570	0.703036627	
Bacnorm	model1_data10			2575	0.704479353	
Bacnorm	model1_data10			2580	0.707342391	
Bacnorm	model1_data10			2585	0.707951031	
Bacnorm	model1_data10			2590	0.709145868	
Bacnorm	model1_data10			2595	0.71187362	
Bacnorm	model1_data10			2600	0.713158585	
Bacnorm	model1_data10			2605	0.713744715	
Bacnorm	model1_data10			2610	0.715142357	
Bacnorm	model1_data10			2615	0.718050482	
Bacnorm	model1_data10			2620	0.718095559	
Bacnorm	model1_data10			2625	0.719966658	
Bacnorm	model1_data10			2630	0.723393208	
Bacnorm	model1_data10			2635	0.724362586	
Bacnorm	model1_data10			2640	0.725534863	
Bacnorm	model1_data10			2645	0.727518663	
Bacnorm	model1_data10			2650	0.730426773	
Bacnorm	model1_data10			2655	0.731576486	
Bacnorm	model1_data10			2660	0.733267234	
Bacnorm	model1_data10			2665	0.735476441	
Bacnorm	model1_data10			2670	0.737437704	
Bacnorm	model1_data10			2675	0.742915793	
Bacnorm	model1_data10			2680	0.743546999	
Bacnorm	model1_data10			2685	0.746522727	
Bacnorm	model1_data10			2690	0.746590302	
Bacnorm	model1_data10			2695	0.748934849	
Bacnorm	model1_data10			2700	0.74963368	
Bacnorm	model1_data10			2705	0.752677002	
Bacnorm	model1_data10			2710	0.755652732	
Bacnorm	model1_data10			2715	0.758019768	
Bacnorm	model1_data10			2720	0.759823279	
Bacnorm	model1_data10			2725	0.762505933	
Bacnorm	model1_data10			2730	0.766360839	
Bacnorm	model1_data10			2735	0.766428466	
Bacnorm	model1_data10			2740	0.76847994	
Bacnorm	model1_data10			2745	0.770689144	
Bacnorm	model1_data10			2750	0.773326744	
Bacnorm	model1_data10			2755	0.776009352	
Bacnorm	model1_data10			2760	0.778646969	
Bacnorm	model1_data10			2765	0.784079891	
Bacnorm	model1_data10			2770	0.785094367	
Bacnorm	model1_data10			2775	0.79073021	
Bacnorm	model1_data10			2780	0.79212785	
Bacnorm	model1_data10			2785	0.795126112	
Bacnorm	model1_data10			2790	0.79841745	
Bacnorm	model1_data10			2795	0.803219212	
Bacnorm	model1_data10			2800	0.806871224	
Bacnorm	model1_data10			2805	0.813070616	
Bacnorm	model1_data10			2810	0.816632476	
Bacnorm	model1_data10			2815	0.821321526	
Bacnorm	model1_data10			2820	0.82670937	
Bacnorm	model1_data10			2825	0.832300092	
Bacnorm	model1_data10			2830	0.838477001	
Bacnorm	model1_data10			2835	0.84134	
Bacnorm	model1_data10			2840	0.845983941	
Bacnorm	model1_data10			2845	0.850672909	
Bacnorm	model1_data10			2850	0.856353838	
Bacnorm	model1_data10			2855	0.859013951	
Bacnorm	model1_data10			2860	0.86255328	
Bacnorm	model1_data10			2865	0.862598373	
Bacnorm	model1_data10			2870	0.864379285	
Bacnorm	model1_data10			2875	0.866137643	
Bacnorm	model1_data10			2880	0.868189095	
Bacnorm	model1_data10			2885	0.867512771	
Bacnorm	model1_data10			2890	0.868797759	
Bacnorm	model1_data10			2895	0.868842866	
Bacnorm	model1_data10			2900	0.869541728	
Bacnorm	model1_data10			2905	0.869068277	
Bacnorm	model1_data10			2910	0.868459635	
Bacnorm	model1_data10			2915	0.867828437	
Bacnorm	model1_data10			2920	0.868144046	
Bacnorm	model1_data10			2925	0.865506436	
Bacnorm	model1_data10			2930	0.866949227	
Bacnorm	model1_data10			2935	0.866002389	
Bacnorm	model1_data10			2940	0.865912231	
Bacnorm	model1_data10			2945	0.867242274	
Bacnorm	model1_data10			2950	0.867850983	
Bacnorm	model1_data10			2955	0.86616023	
Bacnorm	model1_data10			2960	0.865709326	
Bacnorm	model1_data10			2965	0.868797806	
Bacnorm	model1_data10			2970	0.867580465	
Bacnorm	model1_data10			2975	0.866115093	
Bacnorm	model1_data10			2980	0.867061921	
Bacnorm	model1_data10			2985	0.867174674	
Bacnorm	model1_data10			2990	0.867332448	
Bacnorm	model1_data10			2995	0.868256755	
Bacnorm	model1_data10			3000	0.869519153	
Bacnorm	model1_data10			3005	0.867580455	
Bacnorm	model1_data10			3010	0.869293724	
Bacnorm	model1_data10			3015	0.871119752	
Bacnorm	model1_data10			3020	0.870849194	
Bacnorm	model1_data10			3025	0.870668856	
Bacnorm	model1_data10			3030	0.872089082	
Bacnorm	model1_data10			3035	0.87411802	
Bacnorm	model1_data10			3040	0.874117991	
Bacnorm	model1_data10			3045	0.875628405	
Bacnorm	model1_data10			3050	0.874952129	
Bacnorm	model1_data10			3055	0.875335352	
Bacnorm	model1_data10			3060	0.877048645	
Bacnorm	model1_data10			3065	0.87801801	
Bacnorm	model1_data10			3070	0.877612223	
Bacnorm	model1_data10			3075	0.880227222	
Bacnorm	model1_data10			3080	0.879483283	
Bacnorm	model1_data10			3085	0.881827821	
Bacnorm	model1_data10			3090	0.882729532	
Bacnorm	model1_data10			3095	0.883202936	
Bacnorm	model1_data10			3100	0.884487952	
Bacnorm	model1_data10			3105	0.882616815	
Bacnorm	model1_data10			3110	0.886201238	
Bacnorm	model1_data10			3115	0.885254405	
Bacnorm	model1_data10			3120	0.886787341	
Bacnorm	model1_data10			3125	0.888139958	
Bacnorm	model1_data10			3130	0.887756699	
Bacnorm	model1_data10			3135	0.888951511	
Bacnorm	model1_data10			3140	0.889379834	
Bacnorm	model1_data10			3145	0.890664789	
Bacnorm	model1_data10			3150	0.891318602	
Bacnorm	model1_data10			3155	0.892400627	
Bacnorm	model1_data10			3160	0.895308715	
Bacnorm	model1_data10			3165	0.896390802	
Bacnorm	model1_data10			3170	0.896300674	
Bacnorm	model1_data10			3175	0.897856152	
Bacnorm	model1_data10			3180	0.897450325	
Bacnorm	model1_data10			3185	0.899501768	
Bacnorm	model1_data10			3190	0.899479256	
Bacnorm	model1_data10			3195	0.902342275	
Bacnorm	model1_data10			3200	0.902297183	
Bacnorm	model1_data10			3205	0.904055561	
Bacnorm	model1_data10			3210	0.903582153	
Bacnorm	model1_data10			3215	0.903153831	
Bacnorm	model1_data10			3220	0.906174649	
Bacnorm	model1_data10			3225	0.907842842	
Bacnorm	model1_data10			3230	0.907887933	
Bacnorm	model1_data10			3235	0.908744593	
Bacnorm	model1_data10			3240	0.908541657	
Bacnorm	model1_data10			3245	0.909939356	
Bacnorm	model1_data10			3250	0.910142277	
Bacnorm	model1_data10			3255	0.909736448	
Bacnorm	model1_data10			3260	0.913343405	
Bacnorm	model1_data10			3265	0.912576925	
Bacnorm	model1_data10			3270	0.913433579	
Bacnorm	model1_data10			3275	0.916476925	
Bacnorm	model1_data10			3280	0.915958451	
Bacnorm	model1_data10			3285	0.917108162	
Bacnorm	model1_data10			3290	0.917829541	
Bacnorm	model1_data10			3295	0.920512192	
Bacnorm	model1_data10			3300	0.921842218	
Bacnorm	model1_data10			3305	0.921774625	
Bacnorm	model1_data10			3310	0.919903545	
Bacnorm	model1_data10			3315	0.922180407	
Bacnorm	model1_data10			3320	0.923758449	
Bacnorm	model1_data10			3325	0.925967677	
Bacnorm	model1_data10			3330	0.924615097	
Bacnorm	model1_data10			3335	0.92635094	
Bacnorm	model1_data10			3340	0.926283311	
Bacnorm	model1_data10			3345	0.927748616	
Bacnorm	model1_data10			3350	0.928988465	
Bacnorm	model1_data10			3355	0.930115636	
Bacnorm	model1_data10			3360	0.928920861	
Bacnorm	model1_data10			3365	0.931964191	
Bacnorm	model1_data10			3370	0.932099489	
Bacnorm	model1_data10			3375	0.934669436	
Bacnorm	model1_data10			3380	0.934759567	
Bacnorm	model1_data10			3385	0.935007548	
Bacnorm	model1_data10			3390	0.93676595	
Bacnorm	model1_data10			3395	0.938298872	
Bacnorm	model1_data10			3400	0.938614483	
Bacnorm	model1_data10			3405	0.937239348	
Bacnorm	model1_data10			3410	0.940485588	
Bacnorm	model1_data10			3415	0.941094259	
Bacnorm	model1_data10			3420	0.942243957	
Bacnorm	model1_data10			3425	0.94136475	
Bacnorm	model1_data10			3430	0.94515206	
Bacnorm	model1_data10			3435	0.944904122	
Bacnorm	model1_data10			3440	0.945602946	
Bacnorm	model1_data10			3445	0.944317986	
Bacnorm	model1_data10			3450	0.947316212	
Bacnorm	model1_data10			3455	0.948601197	
Bacnorm	model1_data10			3460	0.949795949	
Bacnorm	model1_data10			3465	0.950179284	
Bacnorm	model1_data10			3470	0.950427161	
Bacnorm	model1_data10			3475	0.954304619	
Bacnorm	model1_data10			3480	0.952411009	
Bacnorm	model1_data10			3485	0.953808649	
Bacnorm	model1_data10			3490	0.954169372	
Bacnorm	model1_data10			3495	0.954552632	
Bacnorm	model1_data10			3500	0.955815074	
Bacnorm	model1_data10			3505	0.957505833	
Bacnorm	model1_data10			3510	0.957009884	
Bacnorm	model1_data10			3515	0.957122641	
Bacnorm	model1_data10			3520	0.958430075	
Bacnorm	model1_data10			3525	0.9604365	
Bacnorm	model1_data10			3530	0.9597602	
Bacnorm	model1_data10			3535	0.961879169	
Bacnorm	model1_data10			3540	0.959421973	
Bacnorm	model1_data10			3545	0.960977494	
Bacnorm	model1_data10			3550	0.964133532	
Bacnorm	model1_data10			3555	0.964539326	
Bacnorm	model1_data10			3560	0.966275196	
Bacnorm	model1_data10			3565	0.965959513	
IndconcNormRange	model1_data10			0	0.000730492	
IndconcNormRange	model1_data10			5	0.000685664	
IndconcNormRange	model1_data10			10	0.000796363	
IndconcNormRange	model1_data10			15	0.001116789	
IndconcNormRange	model1_data10			20	0.000964401	
IndconcNormRange	model1_data10			25	0.000997061	
IndconcNormRange	model1_data10			30	0.000904116	
IndconcNormRange	model1_data10			35	0.001278692	
IndconcNormRange	model1_data10			40	0.001238476	
IndconcNormRange	model1_data10			45	0.000701753	
IndconcNormRange	model1_data10			50	0.000669336	
IndconcNormRange	model1_data10			55	0.000912401	
IndconcNormRange	model1_data10			60	0.001154672	
IndconcNormRange	model1_data10			65	0.000776107	
IndconcNormRange	model1_data10			70	0.000888334	
IndconcNormRange	model1_data10			75	0.000876361	
IndconcNormRange	model1_data10			80	0.000806866	
IndconcNormRange	model1_data10			85	0.001207039	
IndconcNormRange	model1_data10			90	0.000846647	
IndconcNormRange	model1_data10			95	0.001023652	
IndconcNormRange	model1_data10			100	0.001086761	
IndconcNormRange	model1_data10			105	0.000533098	
IndconcNormRange	model1_data10			110	0.001233314	
IndconcNormRange	model1_data10			115	0.000821906	
IndconcNormRange	model1_data10			120	0.0005296	
IndconcNormRange	model1_data10			125	0.000318524	
IndconcNormRange	model1_data10			130	0.000870711	
IndconcNormRange	model1_data10			135	0.001008667	
IndconcNormRange	model1_data10			140	0.000490123	
IndconcNormRange	model1_data10			145	0.000505902	
IndconcNormRange	model1_data10			150	0.000340314	
IndconcNormRange	model1_data10			155	0.000555506	
IndconcNormRange	model1_data10			160	0.000723122	
IndconcNormRange	model1_data10			165	0.000582892	
IndconcNormRange	model1_data10			170	0.000747067	
IndconcNormRange	model1_data10			175	0.000788136	
IndconcNormRange	model1_data10			180	0.000981904	
IndconcNormRange	model1_data10			185	0.000633725	
IndconcNormRange	model1_data10			190	0.000934629	
IndconcNormRange	model1_data10			195	0.000781324	
IndconcNormRange	model1_data10			200	0.000809506	
IndconcNormRange	model1_data10			205	0.0	
IndconcNormRange	model1_data10			210	0.000700531	
IndconcNormRange	model1_data10			215	0.000873723	
IndconcNormRange	model1_data10			220	0.000670935	
IndconcNormRange	model1_data10			225	0.00089926	
IndconcNormRange	model1_data10			230	0.001176649	
IndconcNormRange	model1_data10			235	0.000878754	
IndconcNormRange	model1_data10			240	0.000492886	
IndconcNormRange	model1_data10			245	0.001317426	
IndconcNormRange	model1_data10			250	0.000939476	
IndconcNormRange	model1_data10			255	0.000969257	
IndconcNormRange	model1_data10			260	0.001005721	
IndconcNormRange	model1_data10			265	0.000536352	
IndconcNormRange	model1_data10			270	0.001607093	
IndconcNormRange	model1_data10			275	0.00046722	
IndconcNormRange	model1_data10			280	0.000245703	
IndconcNormRange	model1_data10			285	0.000470231	
IndconcNormRange	model1_data10			290	0.000540093	
IndconcNormRange	model1_data10			295	0.000778252	
IndconcNormRange	model1_data10			300	0.000898222	
IndconcNormRange	model1_data10			305	0.00075382	
IndconcNormRange	model1_data10			310	0.000844005	
IndconcNormRange	model1_data10			315	0.000536294	
IndconcNormRange	model1_data10			320	0.000589764	
IndconcNormRange	model1_data10			325	0.001115994	
IndconcNormRange	model1_data10			330	0.00115817	
IndconcNormRange	model1_data10			335	0.000716363	
IndconcNormRange	model1_data10			340	0.000958997	
IndconcNormRange	model1_data10			345	0.000451812	
IndconcNormRange	model1_data10			350	0.000601313	
IndconcNormRange	model1_data10			355	0.000579575	
IndconcNormRange	model1_data10			360	0.000552563	
IndconcNormRange	model1_data10			365	0.000421848	
IndconcNormRange	model1_data10			370	0.001335913	
IndconcNormRange	model1_data10			375	0.001157427	
IndconcNormRange	model1_data10			380	0.001170265	
IndconcNormRange	model1_data10			385	0.000802688	
IndconcNormRange	model1_data10			390	0.001351997	
IndconcNormRange	model1_data10			395	0.000167426	
IndconcNormRange	model1_data10			400	0.000824545	
IndconcNormRange	model1_data10			405	0.000859111	
IndconcNormRange	model1_data10			410	0.000424794	
IndconcNormRange	model1_data10			415	0.000733986	
IndconcNormRange	model1_data10			420	0.000450034	
IndconcNormRange	model1_data10			425	0.00118113	
IndconcNormRange	model1_data10			430	0.000650118	
IndconcNormRange	model1_data10			435	0.000627589	
IndconcNormRange	model1_data10			440	0.000587928	
IndconcNormRange	model1_data10			445	0.000546481	
IndconcNormRange	model1_data10			450	0.001218581	
IndconcNormRange	model1_data10			455	0.000722325	
IndconcNormRange	model1_data10			460	0.000774197	
IndconcNormRange	model1_data10			465	0.000769661	
IndconcNormRange	model1_data10			470	0.001476322	
IndconcNormRange	model1_data10			475	0.000367273	
IndconcNormRange	model1_data10			480	0.000733925	
IndconcNormRange	model1_data10			485	0.001030773	
IndconcNormRange	model1_data10			490	0.00053365	
IndconcNormRange	model1_data10			495	0.00102181	
IndconcNormRange	model1_data10			500	0.001202132	
IndconcNormRange	model1_data10			505	0.000978893	
IndconcNormRange	model1_data10			510	0.000760571	
IndconcNormRange	model1_data10			515	0.001073566	
IndconcNormRange	model1_data10			520	0.000867337	
IndconcNormRange	model1_data10			525	0.000876358	
IndconcNormRange	model1_data10			530	0.001457907	
IndconcNormRange	model1_data10			535	0.00053629	
IndconcNormRange	model1_data10			540	0.000594982	
IndconcNormRange	model1_data10			545	0.000407545	
IndconcNormRange	model1_data10			550	0.000846712	
IndconcNormRange	model1_data10			555	0.001017939	
IndconcNormRange	model1_data10			560	0.000832035	
IndconcNormRange	model1_data10			565	0.001156936	
IndconcNormRange	model1_data10			570	0.001152087	
IndconcNormRange	model1_data10			575	0.001039372	
IndconcNormRange	model1_data10			580	0.000771863	
IndconcNormRange	model1_data10			585	0.000653496	
IndconcNormRange	model1_data10			590	0.00111679	
IndconcNormRange	model1_data10			595	0.000971711	
IndconcNormRange	model1_data10			600	0.000572704	
IndconcNormRange	model1_data10			605	0.000473544	
IndconcNormRange	model1_data10			610	0.000765055	
IndconcNormRange	model1_data10			615	0.000778187	
IndconcNormRange	model1_data10			620	0.000914548	
IndconcNormRange	model1_data10			625	0.00092321	
IndconcNormRange	model1_data10			630	0.00064779	
IndconcNormRange	model1_data10			635	0.00064189	
IndconcNormRange	model1_data10			640	0.000950647	
IndconcNormRange	model1_data10			645	0.001218833	
IndconcNormRange	model1_data10			650	0.000708944	
IndconcNormRange	model1_data10			655	0.001558779	
IndconcNormRange	model1_data10			660	0.001288394	
IndconcNormRange	model1_data10			665	0.000784457	
IndconcNormRange	model1_data10			670	0.000920083	
IndconcNormRange	model1_data10			675	0.000663938	
IndconcNormRange	model1_data10			680	0.001125201	
IndconcNormRange	model1_data10			685	0.001243143	
IndconcNormRange	model1_data10			690	0.00113908	
IndconcNormRange	model1_data10			695	0.000948201	
IndconcNormRange	model1_data10			700	0.001137176	
IndconcNormRange	model1_data10			705	0.001062027	
IndconcNormRange	model1_data10			710	0.001382146	
IndconcNormRange	model1_data10			715	0.001143807	
IndconcNormRange	model1_data10			720	0.001219757	
IndconcNormRange	model1_data10			725	0.001065401	
IndconcNormRange	model1_data10			730	0.001144916	
IndconcNormRange	model1_data10			735	0.001211836	
IndconcNormRange	model1_data10			740	0.001308349	
IndconcNormRange	model1_data10			745	0.001316212	
IndconcNormRange	model1_data10			750	0.000961892	
IndconcNormRange	model1_data10			755	0.001183964	
IndconcNormRange	model1_data10			760	0.00118648	
IndconcNormRange	model1_data10			765	0.001002786	
IndconcNormRange	model1_data10			770	0.001525692	
IndconcNormRange	model1_data10			775	0.001307308	
IndconcNormRange	model1_data10			780	0.001167633	
IndconcNormRange	model1_data10			785	0.001558975	
IndconcNormRange	model1_data10			790	0.001249045	
IndconcNormRange	model1_data10			795	0.001378713	
IndconcNormRange	model1_data10			800	0.001383444	
