observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	observableTransformation	noiseDistribution
pAkt		model1_data4	1.63280727680983	15	scaling_pAkt_ExpReelin_DR;offset_pAkt_ExpReelin_DR	0.0472089009	log10	normal
Dab1		model1_data5	2.45769649998719	15	scaling_Dab1_ExpReelin_DR;offset_Dab1_ExpReelin_DR	0.0333552186	log10	normal
pDab1		model1_data5	0.119582882799038	15	scaling_pDab1_ExpReelin_DR;offset_pDab1_ExpReelin_DR	0.0779182686	log10	normal
pAkt		model1_data5	1.46884252953746	15	scaling_pAkt_ExpReelin_DR;offset_pAkt_ExpReelin_DR	0.0472089011	log10	normal
pSFK		model1_data5	1.27271903664145	15	scaling_pSFK_ExpReelin_DR;offset_pSFK_ExpReelin_DR	0.0330576725	log10	normal
Dab1		model1_data6	2.16037853308294	15	scaling_Dab1_ExpReelin_DR;offset_Dab1_ExpReelin_DR	0.0333552186	log10	normal
pDab1		model1_data6	0.172619019528612	15	scaling_pDab1_ExpReelin_DR;offset_pDab1_ExpReelin_DR	0.0779182683	log10	normal
pAkt		model1_data6	1.62948062558615	15	scaling_pAkt_ExpReelin_DR;offset_pAkt_ExpReelin_DR	0.0472089009	log10	normal
pSFK		model1_data6	1.30138739793248	15	scaling_pSFK_ExpReelin_DR;offset_pSFK_ExpReelin_DR	0.0336713159	log10	normal
Dab1		model1_data7	2.11271175739485	15	scaling_Dab1_ExpReelin_DR;offset_Dab1_ExpReelin_DR	0.0333552185	log10	normal
pDab1		model1_data7	0.165216637261807	15	scaling_pDab1_ExpReelin_DR;offset_pDab1_ExpReelin_DR	0.0731832536	log10	normal
pAkt		model1_data7	1.40141844166461	15	scaling_pAkt_ExpReelin_DR;offset_pAkt_ExpReelin_DR	0.0472089009	log10	normal
pSFK		model1_data7	1.21402244750302	15	scaling_pSFK_ExpReelin_DR;offset_pSFK_ExpReelin_DR	0.0336713157	log10	normal
Dab1		model1_data8	1.99718477560368	15	scaling_Dab1_ExpReelin_DR;offset_Dab1_ExpReelin_DR	0.0333552186	log10	normal
pDab1		model1_data8	0.152620638736827	15	scaling_pDab1_ExpReelin_DR;offset_pDab1_ExpReelin_DR	0.0731832537	log10	normal
pAkt		model1_data8	1.43976434536863	15	scaling_pAkt_ExpReelin_DR;offset_pAkt_ExpReelin_DR	0.0472089008	log10	normal
pSFK		model1_data8	1.19361564097234	15	scaling_pSFK_ExpReelin_DR;offset_pSFK_ExpReelin_DR	0.0336713157	log10	normal
Dab1		model1_data9	1.86356404448422	15	scaling_Dab1_ExpReelin_DR;offset_Dab1_ExpReelin_DR	0.0333552185	log10	normal
pDab1		model1_data9	0.201826022126778	15	scaling_pDab1_ExpReelin_DR;offset_pDab1_ExpReelin_DR	0.0731832534	log10	normal
pAkt		model1_data9	1.25829601412143	15	scaling_pAkt_ExpReelin_DR;offset_pAkt_ExpReelin_DR	0.0472089004	log10	normal
pSFK		model1_data9	1.25529412455465	15	scaling_pSFK_ExpReelin_DR;offset_pSFK_ExpReelin_DR	0.0336713156	log10	normal
