observableId	simulationConditionId	measurement	time	observableParameters	noiseParameters
CIS_au	-1.55319529300153	30	model1_data4	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
CIS_au	-0.512295600669916	60	model1_data4	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
CIS_au	-0.253463284800389	90	model1_data4	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
CIS_au	-0.0773720257447081	120	model1_data4	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
CIS_au	-0.0657124131997148	150	model1_data4	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
CIS_au	0	180	model1_data4	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
pJAK2_au	-1.65270722636302	0	model1_data5	init_EpoRJAK2;offset_pJAK2_actd;scale_pJAK2_actd;	sd_JAK2EpoR_au
pJAK2_au	-0.22585565325432	5	model1_data5	init_EpoRJAK2;offset_pJAK2_actd;scale_pJAK2_actd;	sd_JAK2EpoR_au
pJAK2_au	-0.0513843091296225	10	model1_data5	init_EpoRJAK2;offset_pJAK2_actd;scale_pJAK2_actd;	sd_JAK2EpoR_au
pJAK2_au	-0.672539373768077	30	model1_data5	init_EpoRJAK2;offset_pJAK2_actd;scale_pJAK2_actd;	sd_JAK2EpoR_au
pJAK2_au	-0.905462075245078	60	model1_data5	init_EpoRJAK2;offset_pJAK2_actd;scale_pJAK2_actd;	sd_JAK2EpoR_au
pJAK2_au	-0.755513608832841	90	model1_data5	init_EpoRJAK2;offset_pJAK2_actd;scale_pJAK2_actd;	sd_JAK2EpoR_au
pJAK2_au	-1.00564789622101	120	model1_data5	init_EpoRJAK2;offset_pJAK2_actd;scale_pJAK2_actd;	sd_JAK2EpoR_au
pJAK2_au	-0.78584008533024	150	model1_data5	init_EpoRJAK2;offset_pJAK2_actd;scale_pJAK2_actd;	sd_JAK2EpoR_au
pJAK2_au	-0.848249041892194	180	model1_data5	init_EpoRJAK2;offset_pJAK2_actd;scale_pJAK2_actd;	sd_JAK2EpoR_au
pEpoR_au	-1.94699407792977	0	model1_data5	init_EpoRJAK2;offset_pEpoR_actd;scale_pEpoR_actd;	sd_JAK2EpoR_au
pEpoR_au	0	5	model1_data5	init_EpoRJAK2;offset_pEpoR_actd;scale_pEpoR_actd;	sd_JAK2EpoR_au
pEpoR_au	-0.103099587825754	10	model1_data5	init_EpoRJAK2;offset_pEpoR_actd;scale_pEpoR_actd;	sd_JAK2EpoR_au
pEpoR_au	-0.483711645904595	30	model1_data5	init_EpoRJAK2;offset_pEpoR_actd;scale_pEpoR_actd;	sd_JAK2EpoR_au
pEpoR_au	-0.908140669770018	60	model1_data5	init_EpoRJAK2;offset_pEpoR_actd;scale_pEpoR_actd;	sd_JAK2EpoR_au
pEpoR_au	-0.751406821727331	90	model1_data5	init_EpoRJAK2;offset_pEpoR_actd;scale_pEpoR_actd;	sd_JAK2EpoR_au
pEpoR_au	-0.714790979478419	120	model1_data5	init_EpoRJAK2;offset_pEpoR_actd;scale_pEpoR_actd;	sd_JAK2EpoR_au
pEpoR_au	-0.767435379441556	150	model1_data5	init_EpoRJAK2;offset_pEpoR_actd;scale_pEpoR_actd;	sd_JAK2EpoR_au
pEpoR_au	-0.866991630792983	180	model1_data5	init_EpoRJAK2;offset_pEpoR_actd;scale_pEpoR_actd;	sd_JAK2EpoR_au
tSTAT5_au	-0.0444552572554305	0	model1_data5	init_STAT5;scale_tSTAT5_actd;	sd_STAT5_au
tSTAT5_au	0	5	model1_data5	init_STAT5;scale_tSTAT5_actd;	sd_STAT5_au
tSTAT5_au	-0.03417561801086	10	model1_data5	init_STAT5;scale_tSTAT5_actd;	sd_STAT5_au
tSTAT5_au	-0.233747972916064	30	model1_data5	init_STAT5;scale_tSTAT5_actd;	sd_STAT5_au
tSTAT5_au	-0.0998543936548377	60	model1_data5	init_STAT5;scale_tSTAT5_actd;	sd_STAT5_au
tSTAT5_au	-0.111835690937952	90	model1_data5	init_STAT5;scale_tSTAT5_actd;	sd_STAT5_au
tSTAT5_au	-0.121043692724776	120	model1_data5	init_STAT5;scale_tSTAT5_actd;	sd_STAT5_au
tSTAT5_au	-0.127292642001777	150	model1_data5	init_STAT5;scale_tSTAT5_actd;	sd_STAT5_au
tSTAT5_au	-0.288534780018539	180	model1_data5	init_STAT5;scale_tSTAT5_actd;	sd_STAT5_au
pSTAT5_au	-2.73952184802751	0	model1_data5	init_STAT5;offset_pSTAT5_actd;scale_pSTAT5_actd;	sd_STAT5_au
pSTAT5_au	-0.0178690656151498	5	model1_data5	init_STAT5;offset_pSTAT5_actd;scale_pSTAT5_actd;	sd_STAT5_au
pSTAT5_au	0	10	model1_data5	init_STAT5;offset_pSTAT5_actd;scale_pSTAT5_actd;	sd_STAT5_au
pSTAT5_au	-0.357773279110978	30	model1_data5	init_STAT5;offset_pSTAT5_actd;scale_pSTAT5_actd;	sd_STAT5_au
pSTAT5_au	-0.491496379672506	60	model1_data5	init_STAT5;offset_pSTAT5_actd;scale_pSTAT5_actd;	sd_STAT5_au
pSTAT5_au	-0.479145941286077	90	model1_data5	init_STAT5;offset_pSTAT5_actd;scale_pSTAT5_actd;	sd_STAT5_au
pSTAT5_au	-0.374990810601069	120	model1_data5	init_STAT5;offset_pSTAT5_actd;scale_pSTAT5_actd;	sd_STAT5_au
pSTAT5_au	-0.335343450559012	150	model1_data5	init_STAT5;offset_pSTAT5_actd;scale_pSTAT5_actd;	sd_STAT5_au
pSTAT5_au	-0.473099980786738	180	model1_data5	init_STAT5;offset_pSTAT5_actd;scale_pSTAT5_actd;	sd_STAT5_au
CIS_au	-1.85546419246294	0	model1_data5	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
CIS_au	-2.09959659224625	5	model1_data5	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
CIS_au	-1.99802667824722	10	model1_data5	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
CIS_au	-1.69429792276374	30	model1_data5	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
CIS_au	-2.21897397659154	60	model1_data5	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
CIS_au	-2.12236423948727	90	model1_data5	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
CIS_au	-2.38057399197385	120	model1_data5	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
CIS_au	-1.90036259619502	150	model1_data5	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
CIS_au	-2.09887164600106	180	model1_data5	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_actd;scale_CIS_actd;	sd_CIS_au
pJAK2_au	-1.67427477718999	0	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-1.58231045742858	0	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.705956125196685	0.5	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.421299842408169	1	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.383923182957323	1.5	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.433347330062609	2	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.308799334918894	3	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.0425217772127	4	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	0	5	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.0971372300108787	6	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.118821811798618	7.5	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.18491350909173	9	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.0819622234172301	10.5	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.219164538664097	12	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.319915339824355	13.5	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.618350552589507	15	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.397170664835941	16.5	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.123583554585545	18	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.452426027573636	20	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.641832181411499	22	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.730089804913404	25	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.410866719579557	28	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.762417049356835	31	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-1.11290966893094	35	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.785329912013342	40	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.624628283315861	45	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.896724097560291	50	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-1.19509725733043	60	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.945275597980214	65	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pJAK2_au	-0.652940010196435	70	model1_data6	init_EpoRJAK2;offset_pJAK2_fine;scale_pJAK2_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.509010399133144	0	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-1.56877860413663	0	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.675893656402002	0.5	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.3726704026001	1	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.0402412187782475	1.5	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.165182766363165	2	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.000641025181919024	3	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.11423695260627	4	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	0	5	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.28089981340697	6	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.379443258342773	7.5	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.0425799047297502	9	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.700895925372057	10.5	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.289500719016774	12	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.46950185784947	13.5	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.110112690420483	15	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.0216699792317956	16.5	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.548012165394422	18	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.778151250383644	20	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.66330713226551	22	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.919007637334648	25	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.843201667585508	28	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-1.07297655204086	31	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-1.09630191422002	35	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-1.00986685182846	40	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.915107515067898	45	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-1.15801519540989	50	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.829245166247097	60	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.801845916181854	65	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pEpoR_au	-0.981049242655498	70	model1_data6	init_EpoRJAK2;offset_pEpoR_fine;scale_pEpoR_fine;	sd_JAK2EpoR_au
pJAK2_au	-1.12595225977985	0	model1_data7	init_EpoRJAK2;offset_pJAK2_socs3oe;scale_pJAK2_socs3oe;	sd_JAK2EpoR_au
pJAK2_au	0	10	model1_data7	init_EpoRJAK2;offset_pJAK2_socs3oe;scale_pJAK2_socs3oe;	sd_JAK2EpoR_au
pJAK2_au	-0.623857120422807	60	model1_data7	init_EpoRJAK2;offset_pJAK2_socs3oe;scale_pJAK2_socs3oe;	sd_JAK2EpoR_au
pJAK2_au	-0.575552440848252	120	model1_data7	init_EpoRJAK2;offset_pJAK2_socs3oe;scale_pJAK2_socs3oe;	sd_JAK2EpoR_au
pEpoR_au	-1.33451513986853	0	model1_data7	init_EpoRJAK2;offset_pEpoR_socs3oe;scale_pEpoR_socs3oe;	sd_JAK2EpoR_au
pEpoR_au	0	10	model1_data7	init_EpoRJAK2;offset_pEpoR_socs3oe;scale_pEpoR_socs3oe;	sd_JAK2EpoR_au
pEpoR_au	-0.438949210819118	60	model1_data7	init_EpoRJAK2;offset_pEpoR_socs3oe;scale_pEpoR_socs3oe;	sd_JAK2EpoR_au
pEpoR_au	-0.43475309622551	120	model1_data7	init_EpoRJAK2;offset_pEpoR_socs3oe;scale_pEpoR_socs3oe;	sd_JAK2EpoR_au
CIS_au	-0.746724423117201	0	model1_data7	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_socs3oe;scale_CIS_socs3oe;	sd_CIS_au
CIS_au	-0.865977521284862	10	model1_data7	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_socs3oe;scale_CIS_socs3oe;	sd_CIS_au
CIS_au	0	60	model1_data7	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_socs3oe;scale_CIS_socs3oe;	sd_CIS_au
CIS_au	-0.0133639615579815	120	model1_data7	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_socs3oe;scale_CIS_socs3oe;	sd_CIS_au
SOCS3_au	-1.55577956935925	0	model1_data7	SOCS3RNAeqm;SOCS3eqm;SOCS3prom;init_STAT5;offset_SOCS3_socs3oe;scale_SOCS3_socs3oe;	sd_SOCS3_au
SOCS3_au	-1.62904348101356	10	model1_data7	SOCS3RNAeqm;SOCS3eqm;SOCS3prom;init_STAT5;offset_SOCS3_socs3oe;scale_SOCS3_socs3oe;	sd_SOCS3_au
SOCS3_au	-1.07605306098468	60	model1_data7	SOCS3RNAeqm;SOCS3eqm;SOCS3prom;init_STAT5;offset_SOCS3_socs3oe;scale_SOCS3_socs3oe;	sd_SOCS3_au
SOCS3_au	-0.993078825919918	120	model1_data7	SOCS3RNAeqm;SOCS3eqm;SOCS3prom;init_STAT5;offset_SOCS3_socs3oe;scale_SOCS3_socs3oe;	sd_SOCS3_au
pSTAT5_au	-2.25935412883012	0	model1_data7	init_STAT5;offset_pSTAT5_socs3oe;scale_pSTAT5_socs3oe;	sd_STAT5_au;sd_pSTAT5_socs3oe;
pSTAT5_au	0	10	model1_data7	init_STAT5;offset_pSTAT5_socs3oe;scale_pSTAT5_socs3oe;	sd_STAT5_au;sd_pSTAT5_socs3oe;
pSTAT5_au	-0.465590635427935	60	model1_data7	init_STAT5;offset_pSTAT5_socs3oe;scale_pSTAT5_socs3oe;	sd_STAT5_au;sd_pSTAT5_socs3oe;
pSTAT5_au	-0.477121254719662	120	model1_data7	init_STAT5;offset_pSTAT5_socs3oe;scale_pSTAT5_socs3oe;	sd_STAT5_au;sd_pSTAT5_socs3oe;
pJAK2_au	-1.06425556811773	0	model1_data8	init_EpoRJAK2;offset_pJAK2_socs3oe;scale_pJAK2_socs3oe;	sd_JAK2EpoR_au
pJAK2_au	-0.349156063481175	10	model1_data8	init_EpoRJAK2;offset_pJAK2_socs3oe;scale_pJAK2_socs3oe;	sd_JAK2EpoR_au
pJAK2_au	-1.21748394421391	60	model1_data8	init_EpoRJAK2;offset_pJAK2_socs3oe;scale_pJAK2_socs3oe;	sd_JAK2EpoR_au
pJAK2_au	-1.35599548801148	120	model1_data8	init_EpoRJAK2;offset_pJAK2_socs3oe;scale_pJAK2_socs3oe;	sd_JAK2EpoR_au
pEpoR_au	-1.1989334045444	0	model1_data8	init_EpoRJAK2;offset_pEpoR_socs3oe;scale_pEpoR_socs3oe;	sd_JAK2EpoR_au
pEpoR_au	-0.0469527189043522	10	model1_data8	init_EpoRJAK2;offset_pEpoR_socs3oe;scale_pEpoR_socs3oe;	sd_JAK2EpoR_au
pEpoR_au	-0.860721828497791	60	model1_data8	init_EpoRJAK2;offset_pEpoR_socs3oe;scale_pEpoR_socs3oe;	sd_JAK2EpoR_au
pEpoR_au	-0.905243772046159	120	model1_data8	init_EpoRJAK2;offset_pEpoR_socs3oe;scale_pEpoR_socs3oe;	sd_JAK2EpoR_au
CIS_au	-1.15848885068849	0	model1_data8	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_socs3oe;scale_CIS_socs3oe;	sd_CIS_au
CIS_au	-1.10651565378151	10	model1_data8	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_socs3oe;scale_CIS_socs3oe;	sd_CIS_au
CIS_au	-1.10258119343942	60	model1_data8	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_socs3oe;scale_CIS_socs3oe;	sd_CIS_au
CIS_au	-1.24736962192881	120	model1_data8	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_socs3oe;scale_CIS_socs3oe;	sd_CIS_au
SOCS3_au	0	0	model1_data8	SOCS3RNAeqm;SOCS3eqm;SOCS3prom;init_STAT5;offset_SOCS3_socs3oe;scale_SOCS3_socs3oe;	sd_SOCS3_au
SOCS3_au	-0.0522986348461301	10	model1_data8	SOCS3RNAeqm;SOCS3eqm;SOCS3prom;init_STAT5;offset_SOCS3_socs3oe;scale_SOCS3_socs3oe;	sd_SOCS3_au
SOCS3_au	-0.0957125591097073	60	model1_data8	SOCS3RNAeqm;SOCS3eqm;SOCS3prom;init_STAT5;offset_SOCS3_socs3oe;scale_SOCS3_socs3oe;	sd_SOCS3_au
SOCS3_au	-0.168312642482063	120	model1_data8	SOCS3RNAeqm;SOCS3eqm;SOCS3prom;init_STAT5;offset_SOCS3_socs3oe;scale_SOCS3_socs3oe;	sd_SOCS3_au
pSTAT5_au	-1.83143910155035	0	model1_data8	init_STAT5;offset_pSTAT5_socs3oe;scale_pSTAT5_socs3oe;	sd_STAT5_au;sd_pSTAT5_socs3oe;
pSTAT5_au	-1.54896431359458	10	model1_data8	init_STAT5;offset_pSTAT5_socs3oe;scale_pSTAT5_socs3oe;	sd_STAT5_au;sd_pSTAT5_socs3oe;
pSTAT5_au	-2.12932321426323	60	model1_data8	init_STAT5;offset_pSTAT5_socs3oe;scale_pSTAT5_socs3oe;	sd_STAT5_au;sd_pSTAT5_socs3oe;
pSTAT5_au	-2.79321041446984	120	model1_data8	init_STAT5;offset_pSTAT5_socs3oe;scale_pSTAT5_socs3oe;	sd_STAT5_au;sd_pSTAT5_socs3oe;
pJAK2_au	-1.71482704671278	0	model1_data9	init_EpoRJAK2;offset_pJAK2_shp1oe;scale_pJAK2_shp1oe;	sd_JAK2EpoR_au
pJAK2_au	0	5	model1_data9	init_EpoRJAK2;offset_pJAK2_shp1oe;scale_pJAK2_shp1oe;	sd_JAK2EpoR_au
pJAK2_au	-0.00354528076464972	10	model1_data9	init_EpoRJAK2;offset_pJAK2_shp1oe;scale_pJAK2_shp1oe;	sd_JAK2EpoR_au
pJAK2_au	-0.289875752195264	30	model1_data9	init_EpoRJAK2;offset_pJAK2_shp1oe;scale_pJAK2_shp1oe;	sd_JAK2EpoR_au
pJAK2_au	-0.513563761233605	60	model1_data9	init_EpoRJAK2;offset_pJAK2_shp1oe;scale_pJAK2_shp1oe;	sd_JAK2EpoR_au
pEpoR_au	-1.45318999611213	0	model1_data9	init_EpoRJAK2;offset_pEpoR_shp1oe;scale_pEpoR_shp1oe;	sd_JAK2EpoR_au
pEpoR_au	0	5	model1_data9	init_EpoRJAK2;offset_pEpoR_shp1oe;scale_pEpoR_shp1oe;	sd_JAK2EpoR_au
pEpoR_au	-0.286306738843275	10	model1_data9	init_EpoRJAK2;offset_pEpoR_shp1oe;scale_pEpoR_shp1oe;	sd_JAK2EpoR_au
pEpoR_au	-0.497936323277945	30	model1_data9	init_EpoRJAK2;offset_pEpoR_shp1oe;scale_pEpoR_shp1oe;	sd_JAK2EpoR_au
pEpoR_au	-0.841370167495014	60	model1_data9	init_EpoRJAK2;offset_pEpoR_shp1oe;scale_pEpoR_shp1oe;	sd_JAK2EpoR_au
CIS_au	-1.14391473919112	0	model1_data9	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_shp1oe;scale_CIS_shp1oe;	sd_CIS_au
CIS_au	-1.20559945267619	5	model1_data9	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_shp1oe;scale_CIS_shp1oe;	sd_CIS_au
CIS_au	-1.13749683660255	10	model1_data9	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_shp1oe;scale_CIS_shp1oe;	sd_CIS_au
CIS_au	-0.872147921011638	30	model1_data9	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_shp1oe;scale_CIS_shp1oe;	sd_CIS_au
CIS_au	0	60	model1_data9	CISHRNAeqm;CISeqm;init_STAT5;offset_CIS_shp1oe;scale_CIS_shp1oe;	sd_CIS_au
tSTAT5_au	-0.305069973465721	0	model1_data9	init_STAT5;scale_tSTAT5_shp1oe;	sd_STAT5_au
tSTAT5_au	-0.234083206033368	5	model1_data9	init_STAT5;scale_tSTAT5_shp1oe;	sd_STAT5_au
tSTAT5_au	-0.225212782562728	10	model1_data9	init_STAT5;scale_tSTAT5_shp1oe;	sd_STAT5_au
tSTAT5_au	-0.23893570882778	30	model1_data9	init_STAT5;scale_tSTAT5_shp1oe;	sd_STAT5_au
tSTAT5_au	-0.370665923805376	60	model1_data9	init_STAT5;scale_tSTAT5_shp1oe;	sd_STAT5_au
pSTAT5_au	-1.21323987080667	0	model1_data9	init_STAT5;offset_pSTAT5_shp1oe;scale_pSTAT5_shp1oe;	sd_STAT5_au
pSTAT5_au	-0.118765919241723	5	model1_data9	init_STAT5;offset_pSTAT5_shp1oe;scale_pSTAT5_shp1oe;	sd_STAT5_au
pSTAT5_au	0	10	model1_data9	init_STAT5;offset_pSTAT5_shp1oe;scale_pSTAT5_shp1oe;	sd_STAT5_au
pSTAT5_au	-0.323446643721065	30	model1_data9	init_STAT5;offset_pSTAT5_shp1oe;scale_pSTAT5_shp1oe;	sd_STAT5_au
pSTAT5_au	-0.465553405466379	60	model1_data9	init_STAT5;offset_pSTAT5_shp1oe;scale_pSTAT5_shp1oe;	sd_STAT5_au
tSHP1_au	-0.778987236169985	0	model1_data9	SHP1proOE;init_PTP;scale_SHP1_shp1oe;	sd_SHP1_au
tSHP1_au	-0.735999972051053	5	model1_data9	SHP1proOE;init_PTP;scale_SHP1_shp1oe;	sd_SHP1_au
tSHP1_au	-0.544276889981568	10	model1_data9	SHP1proOE;init_PTP;scale_SHP1_shp1oe;	sd_SHP1_au
tSHP1_au	-0.521489001752332	30	model1_data9	SHP1proOE;init_PTP;scale_SHP1_shp1oe;	sd_SHP1_au
tSHP1_au	-0.694814044564861	60	model1_data9	SHP1proOE;init_PTP;scale_SHP1_shp1oe;	sd_SHP1_au
pJAK2_au	-1.42714727975782	0	model1_data10	init_EpoRJAK2;offset_pJAK2_shp1oe;scale_pJAK2_shp1oe;	sd_JAK2EpoR_au
